Score,pre_Sentiment,Sentiment,Tokens,Reviews
4.0,positive,positive,"['tận_tình', 'sinh_viên', 'hỗ_trợ', 'rất_tốt', 'tài_liệu', 'thực_tế', 'mẫu', 'học']","cô rất tận tình với sinh viên , hỗ trợ rất tốt cho các bạn , các tài liệu của cô rất thực tế , làm mẫu để các bạn học hỏi ."
-1.0,negative,negative,"['giảm', 'học']",giảm giờ học .
3.0,positive,positive,"['thầy', 'dạy', 'dễ', 'hiểu', 'tận_tâm']",thầy dạy rất dễ hiểu và tận tâm .
-2.0,negative,negative,"['máy_chiếu', 'phòng', 'văn', 'hơi', 'mờ']",một số máy chiếu tại số phòng anh văn hơi mờ .
3.0,positive,positive,"['thầy', 'giảng', 'cực_kỳ', 'thu_hút', 'dễ', 'hiểu', 'không', 'gây', 'buồn_ngủ', 'nhàm_chán']","thầy giảng bài cực kỳ thu hút , dễ hiểu , không gây buồn ngủ , nhàm chán ."
0.0,negative,negative,"['cần', 'tăng_cường', 'đọc', 'viết']",cần tăng cường phần nghe nói hơn đọc viết .
1.0,positive,positive,"['giảng_dạy', 'tận_tình']",giảng dạy rất tận tình .
-2.0,negative,negative,"['thầy', 'băn_khoăn', 'lâu', 'mô_hình', 'er']",nhiều khi thầy băn khoăn rất lâu ở phần mô hình er .
1.0,positive,positive,"['giảng', 'nhiệt_tình']",giảng bài nhiệt tình .
-1.0,negative,negative,"['lớp', 'xuyên', 'đổi', 'giáo_viên', 'học', 'nghỉ', 'không', 'thông_báo']","lớp thường xuyên đổi giáo viên , nhiều buổi học nghỉ không thông báo ."
5.0,positive,positive,"['giảng_dạy', 'nhiệt_tình', 'sinh_viên', 'có', 'chủ_động', 'rèn_luyện', 'kỹ_năng']","giảng dạy rất nhiệt tình , tạo cho sinh viên có tính chủ động , rèn luyện kỹ năng làm việc nhóm ."
0.0,negative,negative,"['thầy', 'thời_gian', 'ghi', 'tập', 'bảng', 'thầy', 'nên', 'danh', 'thời_gian', 'hướng', 'tập', 'kỹ']","thầy dùng quá nhiều thời gian để ghi bài tập trên bảng , em nghĩ thầy nên danh thời gian hướng dẫn bài tập kỹ hơn ."
2.0,positive,positive,"['đúng', 'nhiệt_tình']",đúng giờ và nhiệt tình .
1.0,positive,negative,"['học', 'có', 'dot', 'tài_liệu', 'coi']",ủa mà học có một buổi à dot còn tài liệu tự coi .
2.0,positive,positive,"['dạy', 'hay', 'thích', 'lớp', 'dạy']","cô dạy hay , thích lên lớp cô dạy ."
-2.0,negative,negative,"['giảng_viên', 'tiếng', 'hơi', 'khó']",giảng viên nói tiếng anh hơi khó nghe .
2.0,positive,positive,"['dạy', 'nhiệt_tình', 'quan_tâm', 'học_sinh']","cô dạy nhiệt tình , luôn quan tâm đến học sinh ."
-1.0,negative,negative,['kiểm_tra'],làm nhiều bài kiểm tra quá .
2.0,positive,positive,"['nhiệt_tình', 'tiếp_cận', 'hỗ_trợ', 'tốt', 'không', 'hiểu', 'sinh_viên', 'truyền_đạt', 'tốt', 'nhịp_điệu', 'học']","nhiệt tình , tiếp cận hỗ trợ tốt những điểm không hiểu của sinh viên , truyền đạt tốt , tạo nhịp điệu cho buổi học ."
-1.0,negative,negative,"['giảng', 'nên', 'có', 'trình_bày', 'chi_tiết']",bài giảng nên có trình bày chi tiết hơn .
2.0,positive,positive,"['nhiệt_tình', 'tận_tâm', 'giảng_dạy']",nhiệt tình tận tâm trong giảng dạy !
-3.0,negative,negative,"['học', 'đọc', 'slide', 'thầy', 'lại', 'khó_hiểu', 'mạng', 'kiếm', 'không']",nhiều lúc em muốn học mà đọc slide của thầy lại khó hiểu lên mạng kiếm thì không thấy .
3.0,positive,positive,"['wzjwz272', 'nhiệt_tình', 'sinh_viên', 'kiện', 'sinh_viên', 'đạt', 'kết', 'học_tập', 'cao']","cô wzjwz272 rất nhiệt tình với sinh viên , tạo nhiều điều kiện để sinh viên đạt kết quả học tập cao ."
-1.0,negative,negative,"['nội_dung', 'học', 'cũ']",nội dung học cũ .
4.0,positive,positive,"['thầy', 'dạy', 'nhiệt_tình', 'dễ', 'hiểu', 'dễ', 'áp_dụng', 'thi']","thầy dạy nhiệt tình , dễ hiểu , dễ áp dụng làm bài thi ."
-2.0,negative,negative,"['hơi', 'nhanh']",cô nói hơi nhanh .
2.0,positive,positive,"['nhiệt_tình', 'giảng_dạy', 'vui_vẻ']","nhiệt tình trong giảng dạy , vui vẻ ."
-2.0,negative,negative,"['phòng', 'máy', 'đôi', 'máy', 'hoạt_động', 'không', 'ổn']",phòng máy đôi khi quá nhiều máy hoạt động không ổn .
2.0,positive,positive,"['thời_gian', 'học', 'lớp', 'khá', 'thoải_mái']",thời gian học trên lớp khá thoải mái .
0.0,negative,negative,"['mong', 'cải_thiện', 'giọng', 'dễ']",chúng em mong cô cải thiện giọng nói dễ nghe hơn .
1.0,positive,positive,"['truyền_đạt', 'tận_tâm', 'giảng_viên']","cách truyền đạt , sự tận tâm của giảng viên ."
-1.0,negative,negative,"['nội_dung', 'khó_hiểu']",nội dung khó hiểu .
3.0,positive,positive,"['giảng_viên', 'giảng_dạy', 'tận_tình', 'dễ', 'hiểu']","giảng viên giảng dạy tận tình , dễ hiểu ."
-1.0,negative,negative,"['không', 'lớp']",không thấy lên lớp .
1.0,positive,positive,['được'],được .
0.0,negative,negative,"['giảng_viên', 'tập', 'ít', 'hướng', 'giải']","giảng viên ra bài tập nhiều , nhưng ít hướng dẫn giải ."
2.0,positive,positive,"['thầy', 'dạy', 'kỹ', 'nhiệt_tình']",thầy dạy kỹ nhiệt tình .
-2.0,negative,negative,"['thầy', 'giảng', 'hơi', 'khó', 'tiếp_thu']",thầy giảng phần cuối hơi khó tiếp thu .
4.0,positive,positive,"['thầy', 'vui', 'nhiệt_tình', 'dạy', 'dễ', 'hiểu']","thầy vui tính , nhiệt tình , dạy dễ hiểu ."
-1.0,negative,negative,"['cần', 'cung', 'tài_liệu', 'sinh_viên', 'đầu']",cần cung cấp tài liệu cho sinh viên ngay từ đầu .
5.0,positive,positive,"['thầy', 'nhiệt_tình', 'tận_tâm', 'hỗ_trợ', 'sinh_viên', 'đồ_án', 'nhiệt_tình', 'vui_vẻ']","thầy rất nhiệt tình , tận tâm , hỗ trợ sinh viên làm đồ án rất nhiệt tình , vui vẻ ."
-1.0,negative,negative,"['cần', 'tăng_cường', 'chất', 'wifi', 'sinh_viên', 'có_thể', 'kiếm', 'tài_liệu_trình', 'thực_hành']",cần tăng cường chất lượng wifi để sinh viên có thể tìm kiếm tài liệu trong quá trình thực hành .
4.0,positive,positive,"['dạy', 'hay', 'dễ', 'hiểu', 'lớp', 'đủ']","dạy hay dễ hiểu , lên lớp đầy đủ ."
0.0,negative,negative,"['có', 'thời_gian', 'chết', 'học']",có nhiều thời gian chết trong giờ học .
2.0,positive,positive,"['đúng', 'thời_gian', 'lớp', 'tận_tình', 'giảng_dạy']",đúng thời gian lên lớp và tận tình giảng dạy .
-2.0,negative,negative,"['không', 'biết', 'ứng_dụng', 'phương_diện', 'lý_thuyết']","không biết ứng dụng , kể cả trên phương diện lý thuyết ."
3.0,positive,positive,"['thầy', 'thoải', 'mải', 'trò', 'giải_quyết', 'thắc_mắc', 'sinh_viên', 'chỉ', 'dễ', 'hiểu', 'sinh_viên', 'không', 'bị', 'vướng_mắc']","thầy rất thoải mải trò chuyện để giải quyết thắc mắc cho sinh viên , chỉ dẫn những cách làm bài dễ hiểu để cho sinh viên không bị vướng mắc ."
-2.0,negative,negative,"['nên', 'có', 'giáo_trình', 'song_ngữ', 'tiếng', 'tiếng', 'việt']",nên có giáo trình song ngữ cả tiếng anh và tiếng việt .
3.0,positive,positive,"['cung', 'kiến_thức', 'mới', 'hay']","cung cấp nhiều kiến thức mới , hay ."
0.0,negative,negative,"['nên', 'học_sinh', 'khó', 'tiếp_thu']",nên học sinh rất khó tiếp thu .
2.0,positive,positive,"['nhiệt_tình', 'gửi', 'tâm_huyết', 'giảng']",cô rất nhiệt tình và gửi nhiều tâm huyết trong bài giảng .
0.0,negative,negative,"['phòng', 'học', 'cần', 'lắp', 'thêm', 'quạt', 'màn', 'che', 'dõi', 'giảng', 'giáo_viên', 'tốt']",phòng học cần lắp thêm quạt và màn che để theo dõi bài giảng của giáo viên tốt hơn .
2.0,positive,positive,"['nhiệt_tình', 'tận_tâm', 'lớp']",cô nhiệt tình và tận tâm với lớp .
0.0,negative,negative,"['hệ_thống', 'máy', 'tệ', 'thua', 'hệ', 'học', 'chất', 'cao']","hệ thống máy tính quá tệ , thua cả hệ thường trong khi em học chất lượng cao ."
2.0,positive,positive,"['kiến_thức', 'rộng']",kiến thức rộng .
-1.0,negative,negative,"['dạy', 'hay', 'tiếng', 'miền', 'wzjwz175', 'không', 'được']",cô dạy hay nhưng nói tiếng miền wzjwz175 em nghe không được .
-1.0,negative,positive,"['wzjwz131', 'dạy', 'hầu_hết', 'kiến_thức', 'sinh_viên', 'chỉ_là', 'lớp', 'thực_hành', 'nên', 'tiếp_tục', 'giảng_dạy_học_kỳ']","cô wzjwz131 dạy hầu hết kiến thức cho sinh viên dù là chỉ là lớp thực hành , nên để cô tiếp tục giảng dạy trong các học kỳ tới ."
-2.0,negative,negative,"['phát_âm', 'không', 'tốt']",phát âm không tốt .
3.0,positive,positive,"['giáo_viên', 'nhiệt_tình', 'tâm_huyết', 'vui']","giáo viên nhiệt tình , tâm huyết , vui tính ."
-1.0,negative,negative,"['thực', 'cảm', '90', 'phút', 'thi', 'giấy', 'đề', 'thi', 'sức', 'dường', 'không', 'có_thể', 'hoàn_thành', 'nỗ_lực']","thực sự em cảm thấy 90 phút thi giấy với đề thi đó là quá sức , dường như không một ai có thể hoàn thành dù rất nỗ lực ."
2.0,positive,positive,"['có_thể', 'mời', 'thêm', 'khóa', 'tham_gia', 'chia_sẻ', 'kinh_nghiệm', 'học_tập']",có thể mời thêm các anh chị khóa trên tham gia chia sẻ kinh nghiệm học tập cũng như làm việc .
2.0,positive,negative,"['giảng_viên', 'nên', 'luyện_tập', 'khả_năng', 'lưu_loát', 'dễ', 'hiểu', 'sinh_viên']",giảng viên nên luyện tập khả năng nói lưu loát và dễ hiểu hơn cho sinh viên !
2.0,positive,positive,"['cung', 'kiến_thức', 'hay', 'sinh_viên']",cung cấp nhiều kiến thức hay cho sinh viên .
-2.0,negative,negative,"['truyền_đạt', 'chưa_được', 'thu_hút']",truyền đạt chưa được thu hút .
1.0,positive,positive,"['góp', 'truyền_cảm_hứng', 'học_viên']",góp phần truyền cảm hứng cho học viên .
1.0,positive,negative,"['học_phí', 'thời_gian', 'kiến_thức', 'thu', 'được', 'chẳng', 'bao_nhiêu']","học thấy rất phí thời gian , kiến thức thu được chẳng bao nhiêu ."
4.0,positive,positive,"['dạy', 'hay', 'dễ', 'hiểu', 'nhiệt_tình']","dạy hay , dễ hiểu , nhiệt tình ."
2.0,positive,negative,"['tập', 'thực_hành', 'có', 'khá', 'tương']",các bài tập thực hành có lượng bài khá nhiều và tương tự nhau .
3.0,positive,positive,"['được', 'không_khí', 'gần_gũi', 'không', 'áp_lực', 'học', 'thoải_mái']","cô tạo được một không khí gần gũi , không áp lực , học rất thoải mái ."
-1.0,negative,negative,"['nên', 'cung', 'sinh_viên', 'thêm', 'tài_liệu', 'bắt', 'kịp', 'xu', 'phát_triển', 'công_nghệ', 'không', 'bị', 'lỗi_thời', 'lạc_hậu']","nên cung cấp cho sinh viên thêm nhiều tài liệu , cũng như bắt kịp xu thế phát triển của công nghệ để không bị lỗi thời lạc hậu ."
2.0,positive,positive,"['thầy', 'dạy', 'vui_vẻ', 'nhiệt_tình']",thầy dạy vui vẻ nhiệt tình .
-2.0,negative,negative,"['thầy', 'hay', 'chém', 'gió', 'đà', 'hoc', 'trưa', 'khiến', 'sinh_viên', 'mệt_mỏi']","thầy hay chém gió quá đà , hoc luôn quá giờ trưa khiến sinh viên mệt mỏi ."
2.0,positive,positive,"['dạy', 'nhiệt_tình', 'tài_liệu', 'đủ']","cô dạy rất nhiệt tình , các tài liệu đầy đủ ."
-2.0,negative,negative,"['đề', 'kiểm_tra', 'không', 'sát', 'nội_dung', 'giảng']",đề kiểm tra không sát với nội dung bài giảng .
2.0,positive,positive,"['giáo_viên', 'dạy', 'dễ', 'hiểu']",giáo viên dạy dễ hiểu .
-1.0,negative,negative,"['gọi', 'môn_học', 'kỹ_năng', 'nghề_nghiệp', 'nên', 'cập_nhật', 'kỹ_năng', 'ràng', 'thực_tế']","đã gọi là môn học kỹ năng nghề nghiệp , thì nên cập nhật những kỹ năng rõ ràng , mang tính thực tế ."
-1.0,negative,positive,"['vui_vẻ', 'tận_tâm', 'nữa', 'nên', 'quý']",cô còn vui vẻ tận tâm nữa nên em rất quý cô .
0.0,negative,negative,"['dạy', 'tận_tụy', 'sinh_viên', 'giảng', 'nhanh']",cô dạy tận tụy với sinh viên nhưng giảng quá nhanh .
5.0,positive,positive,"['tập', 'vận_dụng', 'cao', 'giúp', 'sinh_viên', 'hiểu', 'nhớ', 'kiến_thức', 'học']","bài tập mang tính vận dụng cao , giúp sinh viên hiểu và nhớ kiến thức vừa học ."
-3.0,negative,negative,"['nội_dung', 'giáo_viên', 'yêu_cầu', 'khó', 'kiến_thức', 'cung', 'lại', 'ít']",nội dung giáo viên yêu cầu quá lớn và quá khó trong khi kiến thức cung cấp lại quá ít .
3.0,positive,positive,"['dạy', 'dễ', 'hiểu', 'vui_vẻ']","cô dạy dễ hiểu , vui vẻ ."
-1.0,negative,negative,"['mong', 'thầy', 'giảng_viên', 'bàn_bạc', 'xét_lại', 'vấn_đề', 'danh', 'đối', 'môi_trường', 'đại_học']",em mong thầy cũng như các giảng viên khác bàn bạc xem xét lại vấn đề về việc điểm danh đối với môi trường đại học .
3.0,positive,positive,"['giáo_viên', 'dạy', 'tận_tình', 'dễ', 'hiểu']","giáo viên dạy tận tình , dễ hiểu ."
-2.0,negative,negative,"['lạm_dụng', 'giáo_trình', 'tiếng', 'gây', 'khó_khăn', 'trình', 'tiếp_cận', 'kiến_thức']",lạm dụng giáo trình tiếng anh gây khó khăn cho quá trình tiếp cận kiến thức .
3.0,positive,positive,"['thầy', 'nhiệt_tình', 'giảng_dạy', 'quan_tâm', 'sinh_viên', 'giải_đáp', 'thắc_mắc', 'trình', 'giải_tập']","thầy nhiệt tình trong giảng dạy , luôn quan tâm chú ý đến sinh viên giải đáp mọi thắc mắc trong quá trình giải bài tập ."
-1.0,negative,negative,"['nhiên', 'không', 'xảy']","tuy nhiên , mọi chuyện như lời nói đã không xảy ra !"
-1.0,negative,positive,"['lo', 'sinh_viên']",cô lo cho các sinh viên .
-3.0,negative,negative,"['phương_pháp', 'dạy', 'hơi', 'nhanh', 'có_thể', 'chưa', 'bắt', 'kịp']","phương pháp dạy hơi nhanh , có thể một số người chưa bắt kịp ."
3.0,positive,positive,"['giảng_dạy', 'hướng', 'dễ', 'hiểu', 'dễ', 'tiếp_thu']","giảng dạy hướng dẫn dễ hiểu , dễ tiếp thu ."
-1.0,negative,negative,"['thưa', 'thực', 'chưa', 'thực', 'hài', 'tốc_độ', 'giảng', 'câu', 'khó', 'thầy', 'mong', 'có', 'gợi', 'thầy', 'câu', 'mục_tiêu', 'hiểu', 'sâu', 'học']","thưa , em thực sự chưa thực sự hài lòng về tốc độ bài giảng cũng như việc đưa ra những câu hỏi khó của thầy , em luôn mong có sự gợi ý từ thầy trong những câu hỏi với mục tiêu hiểu sâu bài học ."
2.0,positive,positive,"['thầy', 'wzjwz60', 'giảng_viên', 'tận_tâm', 'yêu', 'nghề']",thầy wzjwz60 là một giảng viên rất tận tâm và yêu nghề !
-1.0,negative,negative,"['thầy', 'hạn_chế', 'xưng_hô', 'mày', 'lớp']",thầy hạn chế nói xưng hô mày trong lớp .
3.0,positive,positive,"['thầy', 'giảng_dạy', 'tốt', 'dễ', 'hiểu']","thầy giảng dạy tôt , dễ hiểu ."
7.0,positive,negative,"['nên', 'xắp', 'xếp', 'lịch', 'báo_cáo', 'thuyết_trình', 'cụ_thể', 'giúp', 'sinh_viên', 'chủ_động', 'được', 'thời_gian', 'nắm_bắt', 'được', 'kiến_thức', 'cụ_thể']","nên xắp xếp lịch báo cáo , thuyết trình một cách cụ thể , giúp cho sinh viên chủ động được thời gian cũng như nắm bắt được kiến thức cụ thể của từng buổi ."
4.0,positive,positive,"['học_sinh_động', 'hiệu_quả', 'giúp', 'học_sinh', 'nắm', 'vững', 'kiến_thức']","giờ học luôn sinh động , hiệu quả , giúp học sinh nắm vững kiến thức ."
-1.0,negative,negative,"['thầy', 'nên', 'dạy', 'ví_dụ']",thầy nên dạy nhiều ví dụ hơn .
3.0,positive,positive,"['thầy', 'giảng_viên', 'truyền_đạt', 'kiến_thức', 'rất_tốt', 'sinh_viên', 'dễ', 'tiếp_thu']","thầy giảng viên truyền đạt kiến thức rất tốt , sinh viên dễ tiếp thu ."
-1.0,negative,negative,"['giảng', 'version', 'mới', 'nên', 'được', 'cung', 'bắt_đầu', 'học_sinh_viên', 'có_thể', 'nắm', 'được', 'thông', 'cần', 'học']",bài giảng theo version mới nên được cung cấp trước khi bắt đầu buổi học để sinh viên có thể nắm được thông tin mình cần xem trước cho buổi học .
